Review ID,text,Body,sentiment,Product id
132,clean fresh,cute simple bottle great scent,5,B09VTNCFKL
133,Love These!,I love these so much!  I have one in my office and work office.  Also bought these as Mother's Day gifts for my friends. The scent is long lasting and not over powering.,5,B0C4Q9DP9W
134,I LOVE this!!!,It's almost impossible to get Christmas tree scent outside of November or December.  I love this diffuser and will purchase again!!,5,B0CC3TRV21
135,Wonderful Scent!,Excellent scent! Love it and will be purchasing more!,5,B09VTNCFKL
136,Clean and fresh scent,"This small, simple diffuser has a clean look and scent.  It arrived well-packaged with a plastic stopper inside the cap.  I would say it is a pretty scent, floral and fruity.  It is not as overpowering as a pine-scented diffuser of the same type from another brand I got.  It seems a little pricey at $28 for what you get.",4,B0C46VVFVZ
137,Nice scent but fades after a few days,First day was great but the scent which is rather mild fades significantly after a few days.  I put it in my bathroom to mask teen odors and it isn't doing much.,4,B0C31B76SR
138,Really Smells Like a Mixture of Christmas Scents,"This scent smells soooo good! Sweet Water Decor has done a great job with this mixture- it doesn't just smell like apples, or just cinnamon, or just pine. It smells like a combination of these things. Exactly like you might expect to smell coming in from the cold outside into a house where a Holiday celebration is being cooked up. You smell all the things! Like warm apple cider mulling together in a pot, cinnamon air freshener, and a ripe, well-decorated Christmas tree. There is almost a smell of warm cookies in the mix too. The scent is simply cozy, warm and delicious!I have enjoyed this reed diffuser all season long and there is still plenty of fragrance left over (purchased in mid-November and the pic was taken towards the end of February). I will definitely be purchasing one of these again come holiday time later this year. Highly recommended.",5,B0CC3Q16G6
139,Salt & Sea Reed diffuser,"Very nice aroma with a mixture of sea salt, citrus, musk & amber. The scents blend well and even in a small bathroom are not overpowering. A clear bottle with a nice black and white label, that blends with any decor.",5,B0C31B76SR
140,"Very pleasant, not overwhelming","I purchased the �??salt and sea�?� defuser. The scent is husband approved, that�??s a plus. We have a small bathroom, the oil fills it with the most lovely scent that is not overwhelming. I have tried other brands that I ended up returning or throwing away because they were too strong and offensive to the senses. In this case I went and purchased another and I am thinking about getting the candle now too. ????",5,B0C31B76SR
141,I don't smell anything at all,"I don't know how people are saying the scent of this is strong, I literally can't smell it at all.",3,B0C31B68DC
142,Leaked into box,I lost most of the product due to it leaking in the box. Smells nice though. Just sad half the oil leaked out.,2,B0CC3SZ5F4
143,Smells amazing!,"Amazing scent for my entryway, perfect in my farmhouse decor!",4,B09VTNCFKL
144,Smells great,"Arrive quickly, easy to assemble, looks good in my displayThank you",5,B0B6D8JGVC
145,Perfect Fall Scent!,This is the perfect fall scent and brings the perfect fall vibes to your home! Want one in every room,5,B0B6D8JGVC
146,Makes my bathroom smell like a relaxing spa,I really enjoy the smell! A little goes a long way for this diffuser so placing it in the bathroom has made it smell so pleasant. Highly recommend it!,5,B09VV758JL
147,Amazing,The best smelling one I�??ve found so far! Quality is great and doesn�??t give me a headache.,5,B09VTNCFKL
148,Wonderful scent!,The salt and sea scent is amazing! Unfortunately my cat knocked it over so I can�??t speak to longevity but the smell did last awhile when I had it. It is a bit pricy but most diffusers are and I think for a strong scent it�??s worth it,5,B09VTNCFKL
149,Ah-mazing!! - love love love!,"It�??s hard to buy something scented online but this does not disappoint. Spa Day is fresh and crisp, sometimes subtle and never overwhelming (my wife wrote this review)",5,B09VV758JL
150,Love the salt and sea scent. Excited to see how fragrant it is for the space I have it.,-,5,B09VTNCFKL
151,Smells so good!,This is my first time using a diffuser and I'm hooked! It's so easy to use and smells amazing! I love it with my fall decor!,5,B0B6D8JGVC
152,Presentation,Love it,5,B09VTNCFKL
153,Adorable,Smells amazing and I love the look of it. :),5,B09VTNCFKL
154,Lasting fragrance,This sits on my bathroom counter and smells wonderful. I tend to not be able to smell things like this after a couple weeks. It�??s been there for about two months and I can still smell it when I walk in.,5,B09VTNCFKL
155,Doesn�??t work,Basically no scent produced from this item at all.,1,B09VTNCFKL
156,Smells nothing like an island,The scent does not resemble any island or essential oil I�??ve ever smelled.  Not satisfied,1,B0C59KPSCR
157,Nothing like the candle,This diffuser has very little aroma. Very disappointing . I have 2 candles that I love,1,B0C6FK2LCC
158,Not very fragrant.,Expected to be a stronger fragrance. Not very noticeable.,1,B0C6FM8HJJ
159,Sooo disappointed,This product very disappointing and some dripped on my table and it took paint off,1,B09VV758JL
160,Do not buy this product ...,This product does not give a sent at all ...only if the oil hits your hands from changing the sticks,1,B0C31B68DC
161,No scent,I ordered two different scents of these diffusers. The only way I can smell anything is if I go right up to the diffuser and smell it. I was very disappointed in these.,1,B0C6FK2LCC
162,This product doesn't work.,Very disappointed and upset with this product. Doesn't give off any scent at all even after I did with the instructions said to do. I was really excited to get it too. ???�,1,B0CC422SCQ
163,No smell,This does not produce a scent. Definitely overpriced. I do not recommend.,1,B0C31B76SR
164,Can't Smell,"I was so excited to have a fresh fall smell in my home, but I haven't smelt it at all! So disappointing. I wanted to support a small business, but need SOME scent!!!",1,B0CC3SZ5F4
165,Warning!! Scent Lasted Only 9 Days!,Don�??t waste your money! I�??ve this for 9 days and it doesn�??t smell anymore. I have flipped the reeds and nothing .,1,B0CC422SCQ
166,Doesn�??t have smell,"I went for the more expensive one thinking it would be better, it doesn�??t work. It doesn�??t have a smell. Disappointed",1,B0C6FM8HJJ
167,Smells like a Febreze Scented Trash Bag,The diffuser looks pretty but it smells like a scented trash bag. It's awful and I don't recommend.,1,B09VTNCFKL
168,The fragrance is weak,It barely smells.,1,B09VTNCFKL
169,Sour!,Smelled nothing like advertisedBought this because I love the smell of my natural shampoo and sadly this essential oil smelled sourIt hurt just by smelling it.,1,B0C6FK2LCC
170,Low in scent,I love the scent. Unfortunately I have to stand right over it to smell it. Not a good value as it does nothing. I wonder if I got an old one,1,B09VTNCFKL
171,Spa Day,The spa day scent smells like old lady perfume,1,B09VV758JL
172,This is not the original product after a few days doesn�??t smell,No smell after a few days,1,B09VTNCFKL
173,Smells odd,Smells like when you blow a candle out. Nothing cozy about it!,1,B0C6FK2LCC
